name,cate_1,cate_2,cate_3,area,address,lon,lat,rate,distance,tag,cate_4,link
깐부치킨,닭/오리요리,후라이드/양넘치킨,치킨 전문점,삼성동,서울 강남구 삼성로96길 3,37.5087059234235,127.056158179969,2.6,184.0,치킨,치킨,https://place.map.kakao.com/22134227
문배동육칼,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로96길 3,37.508773164548735,127.0559856561508,4.1,194.0,한식,한식,https://place.map.kakao.com/25131168
큐큐면관,중식,중국음식/중국집,중식 음식점업,삼성동,서울 강남구 삼성로96길 7,37.50875753811273,127.05632710554336,3.2,177.0,중화요리,중식,https://place.map.kakao.com/152462590
마초갈비,한식,갈비/삼겹살,한식 음식점업,삼성동,서울특별시 강남구 삼성로96길 7,37.5088069271227,127.0563944377,3.6,177.0,갈비,육류/고기,https://place.map.kakao.com/27324164
동어동락,일식/수산물,횟집,한식 음식점업,삼성동,서울특별시 강남구 삼성로96길 7,37.50879399979164,127.05644529956388,4.0,177.0,회,해물/생선,https://place.map.kakao.com/1751054299
오징어청춘,일식/수산물,횟집,한식 음식점업,삼성동,서울특별시 강남구 삼성로96길 7,37.50882785704893,127.05649126390516,2.5,177.0,"해물,생선",해물/생선,https://place.map.kakao.com/27475097
박서방순대국밥,별식/퓨전요리,순대전문점,한식 음식점업,삼성동,서울특별시 강남구 삼성로 520,37.5086858253054,127.055898282104,3.6,201.0,순대,곱창/막창/순대,https://place.map.kakao.com/7881618
써브웨이 삼성점,패스트푸드,패스트푸드,그외 기타 음식점업,삼성동,서울특별시 강남구 삼성로 520,37.50858304268859,127.05593312547504,1.9,201.0,샌드위치,패스트푸드,https://place.map.kakao.com/356702055
전통백암순대국,별식/퓨전요리,순대전문점,한식 음식점업,삼성동,서울특별시 강남구 테헤란로81길 37,37.5093368699348,127.056184168485,4.2,234.0,순대,곱창/막창/순대,https://place.map.kakao.com/7971094
삼대나주곰탕,한식,설렁탕집,한식 음식점업,삼성동,서울특별시 강남구 삼성로100길 8,37.5094799397807,127.056046634707,2.7,254.0,곰탕,국/탕,https://place.map.kakao.com/24575307
담미온,한식,족발/보쌈전문,한식 음식점업,삼성동,서울특별시 강남구 삼성로100길 8,37.509452911355176,127.05607101849196,0.0,254.0,국밥,국/탕,https://place.map.kakao.com/1376429953
마라지존,중식,중국음식/중국집,중식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 11,37.5081350824102,127.05757142600486,5.0,63.0,중화요리,중식,https://place.map.kakao.com/224323529
더뭉티기,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 14,37.5084668357663,127.057812578477,3.0,91.0,한식,한식,https://place.map.kakao.com/938886019
이향숯불갈비,한식,갈비/삼겹살,한식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 14,37.5084319866136,127.05790959225978,3.3,91.0,한식,한식,https://place.map.kakao.com/2118274469
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,삼성동,서울특별시 강남구 테헤란로83길 14,37.50847105286781,127.05800480410964,2.0,91.0,분식,분식,https://place.map.kakao.com/16055870
소공동뚝배기집,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로87길 21,37.5090468809262,127.058235104471,1.0,161.0,한식,한식,https://place.map.kakao.com/16446455
뻘밭에핀꽃,일식/수산물,수산물전문음식점-종합,한식 음식점업,삼성동,서울특별시 강남구 테헤란로87길 21,37.50909871455871,127.05834297036948,4.5,161.0,한식,한식,https://place.map.kakao.com/1872644237
마노디셰프,양식,정통양식/경양식,서양식 음식점업,삼성동,서울특별시 강남구 테헤란로87길 21,37.50899974750713,127.05814926350254,3.9,161.0,이탈리안,양식,https://place.map.kakao.com/8969599
목포명가,일식/수산물,수산물전문음식점-종합,한식 음식점업,삼성동,서울특별 강남구 삼성로100길 24,37.50984579009152,127.05727655503868,1.8,248.0,"해물,생선",해물/생선,https://place.map.kakao.com/1135836601
스시유리,일식/수산물,음식점-일식,일식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 36,37.5097844854222,127.056947685597,3.7,248.0,일식,일식/돈까스,https://place.map.kakao.com/655133076
푸에르코 삼성점,한식,기타고기요리,한식 음식점업,삼성동,서울 강남구 테헤란로87길 35,37.509944756026286,127.05774604797274,5.0,256.0,"육류,고기",육류/고기,https://place.map.kakao.com/1481183247
차이797,중식,중국음식/중국집,한식 음식점업,삼성동,서울특별시 강남구 테헤란로87길 35,37.5099527066604,127.057703413008,2.8,256.0,중식,중식,https://place.map.kakao.com/468516521
투뿔등심고담,한식,기타고기요리,한식 음식점업,삼성동,서울 강남구 테헤란로87길 33,37.50981193330088,127.05800541819262,2.8,242.0,"육류,고기",육류/고기,https://place.map.kakao.com/27348924
해품초,일식/수산물,수산물전문음식점-종합점,한식 음식점업,삼성동,서울 강남구 테헤란로87길 29,37.50964264909253,127.0579791528539,3.6,228.0,한정식,한식,https://place.map.kakao.com/808643158
시추안하우스,중식,중국음식/중국집,한식 음식점업,삼성동,서울 강남구 테헤란로87길 29,37.50955410027676,127.05802840036404,3.2,228.0,중화요리,중식,https://place.map.kakao.com/24041168
브라운치킨,닭/오리요리,후라이드/양넘치킨,치킨 전문점,삼성동,서울 강남구 삼성로96길 27,37.50931449706428,127.05795945385628,3.0,188.0,치킨,치킨,https://place.map.kakao.com/12972638
능라도,한식,냉면집,한식 음식점업,삼성동,서울 강남구 삼성로 534,37.50963562964058,127.05554648309509,3.7,290.0,냉면,국수,https://place.map.kakao.com/27261403
서백자간장게장,일식/수산물,게장전문,한식 음식점업,삼성동,서울 강남구 삼성로 542,37.51021582431226,127.05534554446562,4.3,361.0,"게,대게",해물/생선,https://place.map.kakao.com/24663994
곰바위,한식,곱창/양구이전문,한식 음식점업,삼성동,서울특별시 강남구 삼성로 542,37.5102124916379,127.055256940819,3.2,361.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/8664636
배꼽양대창,한식,곱창/양구이전문,한식 음식점업,삼성동,서울특별시 강남구 테헤란로81길 51,37.5104228789306,127.0556501801,5.0,361.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/674099103
진대감,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로81길 47,37.510207009126496,127.055698144338,4.6,338.0,"육류,고기",육류/고기,https://place.map.kakao.com/27028634
강남한우정육식당,한식,기타고기요리,한식 음식점업,삼성동,서울 강남구 삼성로 546,37.51031464823354,127.0551124556517,3.0,382.0,"육류,고기",육류/고기,https://place.map.kakao.com/1375208425
하남돼지집 삼성코엑스직영점,한식,기타고기요리,한식 음식점업,삼성동,서울 강남구 테헤란로81길 53,37.51054098639067,127.0556148022253,3.7,374.0,삼겹살,육류/고기,https://place.map.kakao.com/27271736
